Yield,Latitude,Longitude,TimeStamp
233.5201489,208.5092108,266.9437251,11/2/2018 17:17
257.7120261,206.9336908,266.9501366,11/2/2018 17:17
257.4547082,205.3150423,266.9778826,11/2/2018 17:17
252.1533919,203.5814948,266.999991,11/2/2018 17:17
231.0749704,201.7675512,267.033043,11/2/2018 17:17
242.2669003,199.9382362,267.0324903,11/2/2018 17:17
246.9703228,198.1608966,267.0544881,11/2/2018 17:17
247.783387,196.4042366,267.0741646,11/2/2018 17:17
247.6693142,194.6577506,267.0780336,11/2/2018 17:17
247.2001826,192.9127021,267.1089853,11/2/2018 17:17
251.7072647,191.1819193,267.1333045,11/2/2018 17:17
250.3842299,189.4449436,267.179511,11/2/2018 17:17
255.2151868,187.7069727,267.1849276,11/2/2018 17:17
265.937625,185.9655736,267.2027248,11/2/2018 17:17
244.9406052,184.2433059,267.242741,11/2/2018 17:17
243.3355898,182.4958246,267.2575536,11/2/2018 17:17
235.4201502,180.753209,267.2782249,11/2/2018 17:17
246.611534,179.0203251,267.3011071,11/2/2018 17:17
234.006219,177.2811377,267.3369227,11/2/2018 17:17
242.1641209,175.5331034,267.3632317,11/2/2018 17:17
234.3144785,173.7799822,267.343113,11/2/2018 17:17
257.9252469,172.0369243,267.3728488,11/2/2018 17:17
240.7224682,170.2991745,267.3607997,11/2/2018 17:17
252.0934866,168.5426252,267.3726277,11/2/2018 17:17
252.0934866,166.7881769,267.3799235,11/2/2018 17:17
254.5082212,165.0489895,267.4302201,11/2/2018 17:17
253.0596428,163.2960895,267.4243613,11/2/2018 17:17
247.7921241,161.5562386,267.4323204,11/2/2018 17:17
249.2480686,159.8260087,267.4484595,11/2/2018 17:17
249.4571229,158.0784168,267.4356366,11/2/2018 17:17
252.3294783,156.3506197,267.4639354,11/2/2018 17:17
258.1464883,154.6375307,267.4896916,11/2/2018 17:17
252.2409784,152.91471,267.5298183,11/2/2018 17:17
252.2409784,151.196534,267.5486104,11/2/2018 17:17
262.2543509,149.4797956,267.5702767,11/2/2018 17:17
249.2639715,147.6763577,267.5963645,11/2/2018 17:18
239.8991259,145.8540096,267.6190256,11/2/2018 17:18
241.2194644,144.0467012,267.6274268,11/2/2018 17:18
243.6751785,142.2580819,267.6435659,11/2/2018 17:18
235.0351371,140.4628273,267.6866773,11/2/2018 17:18
237.6657078,138.6849348,267.7134284,11/2/2018 17:18
266.488297,136.8997436,267.7425009,11/2/2018 17:18
240.5909425,135.103715,267.7738948,11/2/2018 17:18
264.6728589,133.3087923,267.8013092,11/2/2018 17:18
241.3277406,131.4913099,267.8180011,11/2/2018 17:18
239.9022588,129.6636537,267.8369037,11/2/2018 17:18
241.2153874,127.8408632,267.8611124,11/2/2018 17:18
224.4752037,126.0275832,267.8621073,11/2/2018 17:18
235.4729601,124.2485848,267.8703979,11/2/2018 17:18
219.348944,122.4531091,267.8761461,11/2/2018 17:18
225.4797308,120.6744425,267.8862054,11/2/2018 17:18
237.0809652,118.8921266,267.9117406,11/2/2018 17:18
248.3264959,117.1084836,267.9256689,11/2/2018 17:18
248.5674801,115.3321393,267.9572839,11/2/2018 17:18
252.3243589,113.5409764,267.9533043,11/2/2018 17:18
253.1620563,111.7605404,267.9690013,11/2/2018 17:18
244.5372876,109.9971347,267.9965262,11/2/2018 17:18
237.2929232,108.2361619,268.0034904,11/2/2018 17:18
249.5480153,106.512346,268.0426222,11/2/2018 17:18
238.7166376,104.7737115,268.1047468,11/2/2018 17:18
254.2315759,103.0357406,268.1813523,11/2/2018 17:18
229.507092,101.2811817,268.2114197,11/2/2018 17:18
208.8223711,99.5226418,268.1997022,11/2/2018 17:18
198.8652537,97.75249032,268.205561,11/2/2018 17:18
214.0690022,95.96951086,268.2037923,11/2/2018 17:18
202.4794855,94.17757392,268.1338192,11/2/2018 17:18
255.85081,92.37225606,268.131719,11/2/2018 17:18
246.8147734,90.58485315,268.1386831,11/2/2018 17:18
216.3421153,88.74226778,268.1575858,11/2/2018 17:18
195.5831716,86.81674285,268.2539783,11/2/2018 17:18
185.0898666,84.89862719,268.3271571,11/2/2018 17:18
206.8924919,83.06488871,268.3735847,11/2/2018 17:18
216.6603231,81.30059829,268.4199017,11/2/2018 17:18
226.4415704,79.57479183,268.431177,11/2/2018 17:18
225.008732,77.85418292,268.4015517,11/2/2018 17:18
222.4327165,76.11753902,268.4257604,11/2/2018 17:18
233.32749,74.32637619,268.4382517,11/2/2018 17:18
239.1264286,72.49860936,268.468098,11/2/2018 17:18
236.7710387,70.66564498,268.476057,11/2/2018 17:18
239.5329971,68.84639328,268.5214897,11/2/2018 17:18
229.6088562,67.03112267,268.5211581,11/2/2018 17:18
239.0370536,65.21883789,268.5690227,11/2/2018 17:18
227.910355,63.38941227,268.6265045,11/2/2018 17:18
251.0360414,61.56971823,268.6446334,11/2/2018 17:18
241.1580443,59.77037202,268.706979,11/2/2018 17:18
261.7161214,57.96428006,268.7178121,11/2/2018 17:18
242.1842356,56.16283272,268.7254395,11/2/2018 17:18
256.2236175,54.34059519,268.7698774,11/2/2018 17:18
241.4118535,52.51470832,268.8007186,11/2/2018 17:18
232.126297,50.7186797,268.817742,11/2/2018 17:18
241.4970697,48.90075503,268.8399609,11/2/2018 17:18
239.4733881,47.11202509,268.8687018,11/2/2018 17:18
247.2474626,45.33236319,268.8636169,11/2/2018 17:18
237.302596,43.54440736,268.8315597,11/2/2018 17:18
245.5145734,41.7821075,268.8429456,11/2/2018 17:18
233.8052177,40.00377263,268.8538892,11/2/2018 17:19
241.9624888,38.22886596,268.8584214,11/2/2018 17:19
248.1870455,36.47143188,268.8922472,11/2/2018 17:19
253.7225626,34.70658852,268.9123659,11/2/2018 17:19
247.1368881,32.93566295,268.9345848,11/2/2018 17:19
246.328369,31.16009274,268.923199,11/2/2018 17:19
232.1966182,29.38452254,268.9538191,11/2/2018 17:19
241.9870146,27.5989996,268.9518293,11/2/2018 17:19
238.8993885,25.81745775,268.9875344,11/2/2018 17:19
260.7700108,24.02098678,269.0242343,11/2/2018 17:19
238.4052505,22.19863867,269.0321933,11/2/2018 17:19
248.2167476,20.37606939,269.0454583,11/2/2018 17:19
235.2194944,18.52939233,269.0816055,11/2/2018 17:19
243.8737785,16.67751774,269.109241,11/2/2018 17:19
235.6632195,14.82553255,269.1226166,11/2/2018 17:19
235.1347999,13.00440089,269.1094621,11/2/2018 17:19
243.0519821,11.17840343,269.1253801,11/2/2018 17:19
244.1902241,9.342563817,269.1239431,11/2/2018 17:19
241.2897478,7.502411344,269.1246063,11/2/2018 17:19
245.3162069,5.655623695,269.1809827,11/2/2018 17:19
246.5441169,3.789372917,269.1731342,11/2/2018 17:19
236.3874962,1.93042081,269.2176826,11/2/2018 17:19
220.9997565,0.069367567,269.194911,11/2/2018 17:19
245.4618738,0.360983076,281.7965771,11/2/2018 17:21
240.1136097,2.041006896,281.8023253,11/2/2018 17:21
240.1115634,3.722689507,281.8012198,11/2/2018 17:21
249.5322379,5.376393839,281.8089578,11/2/2018 17:21
257.4147973,7.088819382,281.7775639,11/2/2018 17:21
235.1409636,8.808875365,281.7668413,11/2/2018 17:21
281.7812981,10.51687747,281.7571136,11/2/2018 17:21
258.7901826,12.26082004,281.6869195,11/2/2018 17:21
257.4361014,14.03683259,281.7163237,11/2/2018 17:21
256.0034747,15.8297648,281.7149972,11/2/2018 17:21
246.1828843,17.59958452,281.715771,11/2/2018 17:21
256.0031791,19.38433336,281.6929993,11/2/2018 17:21
243.6008208,21.19905104,281.6700066,11/2/2018 17:21
255.5056038,23.01310519,281.6153989,11/2/2018 17:21
235.9071727,24.81897598,281.5572539,11/2/2018 17:21
244.0380525,26.62783259,281.5440994,11/2/2018 17:21
243.8121095,28.43138107,281.5593542,11/2/2018 17:21
238.5468184,30.24532464,281.565434,11/2/2018 17:21
240.085511,32.05108484,281.5626704,11/2/2018 17:21
258.7625371,33.86923068,281.5229859,11/2/2018 17:21
254.6532827,35.68129429,281.4781059,11/2/2018 17:21
258.0411128,37.48550628,281.4590927,11/2/2018 17:21
251.3500228,39.25897534,281.4511337,11/2/2018 17:21
253.7302123,41.01298127,281.4496966,11/2/2018 17:21
255.8967168,42.78324332,281.4152075,11/2/2018 17:21
263.3174435,44.54742315,281.4153181,11/2/2018 17:21
251.7226515,46.31248769,281.3976314,11/2/2018 17:21
264.1703225,48.10309759,281.3927675,11/2/2018 17:21
228.0454855,49.90255438,281.4273671,11/2/2018 17:21
236.0793273,51.69371722,281.4262617,11/2/2018 17:21
233.4802286,53.47636493,281.3886775,11/2/2018 17:21
248.9303623,55.25569505,281.3687799,11/2/2018 17:21
256.8242703,57.0197643,281.3211364,11/2/2018 17:21
268.5272751,58.80893659,281.3034497,11/2/2018 17:21
294.4399418,60.59302191,281.2388932,11/2/2018 17:21
262.7366648,62.39690215,281.2472944,11/2/2018 17:21
262.9634848,64.20719638,281.2306026,11/2/2018 17:21
239.2897057,65.99150288,281.2301604,11/2/2018 17:21
221.3922154,67.78786326,281.1870491,11/2/2018 17:22
209.1448303,69.56398639,281.1573133,11/2/2018 17:22
221.196623,71.33502256,281.0876719,11/2/2018 17:22
233.8940132,73.0863744,281.056278,11/2/2018 17:22
212.3248126,74.8150561,281.0812605,11/2/2018 17:22
262.6497744,76.46367347,281.0750701,11/2/2018 17:22
271.0850256,77.95227278,281.1034794,11/2/2018 17:22
292.7270209,79.29147028,281.126251,11/2/2018 17:22
326.9573371,80.4540618,281.0451133,11/2/2018 17:22
308.0680128,81.45243299,281.0700957,11/2/2018 17:22
275.2581884,82.34077102,281.0400283,11/2/2018 17:22
327.0009393,82.99610417,281.0528512,11/2/2018 17:22
347.1263174,83.58597035,281.0328431,11/2/2018 17:22
545.6523569,83.95377967,281.0191359,11/2/2018 17:22
288.5226168,84.59164022,281.0275371,11/2/2018 17:22
288.1154095,85.24166523,281.0115085,11/2/2018 17:22
274.6293801,86.13907132,280.9940429,11/2/2018 17:22
235.5048951,87.20313065,280.9772405,11/2/2018 17:22
249.3870332,88.36693861,280.9072675,11/2/2018 17:22
234.8077267,89.61899428,280.8529915,11/2/2018 17:22
225.2348055,90.95896588,280.8167337,11/2/2018 17:22
216.5113793,92.33432504,280.7815814,11/2/2018 17:22
225.8954961,93.77769464,280.7578149,11/2/2018 17:22
217.6591304,95.20193283,280.7333851,11/2/2018 17:22
239.3347674,96.73200193,280.8023632,11/2/2018 17:22
233.681239,98.40627527,280.8629402,11/2/2018 17:22
233.9081772,100.1460156,280.8775317,11/2/2018 17:22
242.2934985,101.9748883,280.8638245,11/2/2018 17:22
240.0470596,103.7761144,280.7981627,11/2/2018 17:22
251.7873466,105.5761242,280.7277475,11/2/2018 17:22
250.2381864,107.3860866,280.6895,11/2/2018 17:22
253.3247966,109.1862069,280.6733609,11/2/2018 17:22
244.5577253,110.9466269,280.6712606,11/2/2018 17:22
248.8024742,112.7392273,280.6550109,11/2/2018 17:22
248.8528561,114.5668836,280.6887262,11/2/2018 17:22
251.5310388,116.3966409,280.6427407,11/2/2018 17:22
252.3467797,118.213128,280.5621557,11/2/2018 17:22
255.3251912,120.0434383,280.5455744,11/2/2018 17:22
241.6697379,121.9054868,280.5348518,11/2/2018 17:22
236.6495237,123.8103321,280.5530912,11/2/2018 17:22
218.9412213,125.6707219,280.5523174,11/2/2018 17:22
247.26281,127.5340974,280.5404895,11/2/2018 17:22
249.8361893,129.3760193,280.4836709,11/2/2018 17:22
257.1013055,131.2268986,280.4629996,11/2/2018 17:22
239.1809085,133.0960246,280.457362,11/2/2018 17:22
247.7162374,134.9598425,280.4524981,11/2/2018 17:22
235.6110474,136.8184629,280.4043019,11/2/2018 17:22
259.3502467,138.662707,280.3720236,11/2/2018 17:22
258.4172801,140.5006478,280.3387505,11/2/2018 17:22
253.7430765,142.3381462,280.2809371,11/2/2018 17:22
254.6821783,144.2171144,280.2663456,11/2/2018 17:22
240.6300577,146.097299,280.2668983,11/2/2018 17:22
243.4622943,147.9717332,280.2714305,11/2/2018 17:22
232.4601122,149.8471626,280.2216866,11/2/2018 17:22
241.1746645,151.7251355,280.2033367,11/2/2018 17:22
243.6642516,153.5972474,280.1539245,11/2/2018 17:22
245.4164196,155.466484,280.1086023,11/2/2018 17:22
255.2901206,157.3517556,280.0976586,11/2/2018 17:22
255.7837685,159.2518457,280.0830671,11/2/2018 17:22
240.541806,161.1736107,280.0903629,11/2/2018 17:22
247.5188638,163.0800043,280.0699126,11/2/2018 17:22
233.5216982,164.9779933,280.0408401,11/2/2018 17:23
251.1865909,166.8764246,279.9925333,11/2/2018 17:23
242.6571779,168.7634656,279.9905435,11/2/2018 17:23
251.4540816,170.6429867,280.0081197,11/2/2018 17:23
241.8749134,172.5168679,279.999608,11/2/2018 17:23
246.4473889,174.4198333,280.0011555,11/2/2018 17:23
233.4139192,176.3183752,279.9705354,11/2/2018 17:23
267.0203102,178.2058585,279.9162594,11/2/2018 17:23
250.561621,180.0941159,279.9131642,11/2/2018 17:23
252.9438587,181.9798299,279.8966934,11/2/2018 17:23
266.5848613,183.8597934,279.8871868,11/2/2018 17:23
251.0186777,185.7421897,279.8508186,11/2/2018 17:23
257.9598255,187.6574301,279.8234042,11/2/2018 17:23
248.1795234,189.5500004,279.7938895,11/2/2018 17:23
253.6384563,191.4410225,279.7388396,11/2/2018 17:23
251.6608741,193.3348092,279.7350812,11/2/2018 17:23
248.6480479,195.2191961,279.7448089,11/2/2018 17:23
247.4520628,197.1165216,279.7188315,11/2/2018 17:23
257.2181236,198.9844312,279.6795892,11/2/2018 17:23
245.0581187,200.8579807,279.6527275,11/2/2018 17:23
254.5582158,202.7054318,279.6507377,11/2/2018 17:23
245.5889626,204.5647157,279.6261974,11/2/2018 17:23
246.1487394,206.4378228,279.6373621,11/2/2018 17:23
239.0598453,208.3146899,279.6145905,11/2/2018 17:23
244.2946842,210.187797,279.5671681,11/2/2018 17:23
236.2288446,212.0898777,279.5311314,11/2/2018 17:23
246.6926657,213.9560179,279.4924417,11/2/2018 17:23
237.7627451,215.8182876,279.4843722,11/2/2018 17:23
271.4505778,217.7011263,279.4729863,11/2/2018 17:23
254.4801766,219.5913742,279.5268202,11/2/2018 17:23
237.263328,221.491022,279.5557822,11/2/2018 17:23
228.9561619,223.3744136,279.6013255,11/2/2018 17:23
208.0148123,225.241328,279.5805436,11/2/2018 17:23
218.8676316,227.0769464,279.5321263,11/2/2018 17:23
223.0482961,228.8827066,279.4805032,11/2/2018 17:23
230.2119057,230.6764129,279.4268904,11/2/2018 17:23
239.3075641,232.4953329,279.363992,11/2/2018 17:23
238.6308289,234.3079494,279.2673784,11/2/2018 17:23
239.2818143,236.1455584,279.2262568,11/2/2018 17:23
242.4052824,237.9825039,279.2202876,11/2/2018 17:23
239.0819857,239.8005391,279.1716491,11/2/2018 17:23
243.8760027,241.5850668,279.1542941,11/2/2018 17:23
240.0178154,243.3795472,279.1840298,11/2/2018 17:23
244.4800006,245.1906156,279.1583841,11/2/2018 17:23
236.997161,246.9564542,279.1825928,11/2/2018 17:23
247.8782713,248.7375537,279.1875672,11/2/2018 17:23
246.5020791,250.4935501,279.146335,11/2/2018 17:23
251.148661,252.2536383,279.101455,11/2/2018 17:23
239.8441561,253.9974703,279.0466263,11/2/2018 17:23
252.4265124,255.7588855,279.0693979,11/2/2018 17:23
251.0059531,257.5230653,279.0608861,11/2/2018 17:23
242.4363388,259.2847016,279.0744828,11/2/2018 17:23
242.4363388,261.0477756,279.0470684,11/2/2018 17:23
242.4142539,262.7932664,278.9934556,11/2/2018 17:23
243.8018954,264.5357714,278.961509,11/2/2018 17:23
252.93232,266.3097933,278.9187293,11/2/2018 17:23
246.8475786,268.0803872,278.9317732,11/2/2018 17:23
247.533667,269.8544092,278.9485756,11/2/2018 17:23
240.8482937,271.6200266,278.9368581,11/2/2018 17:23
250.0920254,273.3794512,278.933763,11/2/2018 17:23
247.5220762,275.1592237,278.89441,11/2/2018 17:24
247.0562352,276.9445255,278.8266479,11/2/2018 17:24
248.2096503,278.7220862,278.8118352,11/2/2018 17:24
245.6894557,280.5379098,278.8119458,11/2/2018 17:24
236.4984445,282.3548392,278.8102876,11/2/2018 17:24
243.0289697,284.1909,278.8299641,11/2/2018 17:24
244.4634235,286.020215,278.7920482,11/2/2018 17:24
254.7190693,287.848203,278.7435204,11/2/2018 17:24
232.1271366,289.6625889,278.6820591,11/2/2018 17:24
258.7425095,291.5224257,278.6918973,11/2/2018 17:24
255.1735394,293.3707616,278.689797,11/2/2018 17:24
251.7877638,295.2064906,278.7263863,11/2/2018 17:24
265.5284353,297.029281,278.7168797,11/2/2018 17:24
244.5982102,298.8779486,278.6883599,11/2/2018 17:24
244.15663,300.728828,278.6507757,11/2/2018 17:24
235.9323513,302.5898812,278.6544236,11/2/2018 17:24
249.7654865,304.4462898,278.6762003,11/2/2018 17:24
245.8131215,306.3013714,278.6748738,11/2/2018 17:24
248.5717163,308.1533566,278.6616088,11/2/2018 17:24
252.1807416,310.011424,278.6333101,11/2/2018 17:24
250.3143628,311.8730302,278.5599103,11/2/2018 17:24
242.5378276,313.742488,278.5339329,11/2/2018 17:24
238.5672139,315.5984543,278.5269688,11/2/2018 17:24
240.2004301,317.4154943,278.5066291,11/2/2018 17:24
248.2780839,319.2348565,278.5026495,11/2/2018 17:24
243.9932597,321.0363039,278.4494789,11/2/2018 17:24
260.0581594,322.8579885,278.4185272,11/2/2018 17:24
262.9365779,324.6584406,278.3685622,11/2/2018 17:24
251.8360512,326.4820051,278.3435797,11/2/2018 17:24
241.5620398,328.3003721,278.3487752,11/2/2018 17:24
242.8915305,330.1074594,278.3460117,11/2/2018 17:24
248.3385914,331.9103443,278.3464538,11/2/2018 17:24
255.4059056,333.6583786,278.3147283,11/2/2018 17:24
261.7160144,335.3693665,278.3063271,11/2/2018 17:24
260.2005347,337.0883166,278.2593468,11/2/2018 17:24
258.4233164,338.7858131,278.2726118,11/2/2018 17:24
256.9181878,340.4985704,278.2687429,11/2/2018 17:24
237.9672211,342.2027019,278.2472977,11/2/2018 17:24
232.6897974,343.9150169,278.2469661,11/2/2018 17:24
232.6897974,345.6255625,278.2237523,11/2/2018 17:24
250.3213695,347.3365504,278.1699185,11/2/2018 17:24
251.7878513,349.0295128,278.0892229,11/2/2018 17:24
248.4023625,350.7351926,278.0586027,11/2/2018 17:24
249.8576021,352.4332419,278.0448955,11/2/2018 17:24
247.6892914,354.1215597,278.0385947,11/2/2018 17:24
260.1141513,355.815628,278.0114013,11/2/2018 17:24
275.044921,357.49908,278.0006788,11/2/2018 17:24
250.0959275,359.1956917,277.9959255,11/2/2018 17:24
249.250899,360.8959528,277.965637,11/2/2018 17:24
249.3841439,362.585487,277.9151194,11/2/2018 17:24
255.7689126,364.2797764,277.9177724,11/2/2018 17:24
247.6791778,365.9835762,277.9026281,11/2/2018 17:24
267.2356011,367.6777551,277.9027386,11/2/2018 17:24
240.9130052,369.407985,277.9150088,11/2/2018 17:24
254.7912733,371.1319115,277.9293792,11/2/2018 17:24
236.6426631,372.8610355,277.8952218,11/2/2018 17:24
245.7592429,374.572134,277.872008,11/2/2018 17:24
249.4663199,376.2935171,277.8358608,11/2/2018 17:24
244.1156472,378.0181071,277.8317707,11/2/2018 17:24
254.1592287,379.730975,277.8025877,11/2/2018 17:24
248.8603699,381.4603202,277.8055723,11/2/2018 17:25
248.8603699,383.186016,277.8092202,11/2/2018 17:25
239.7268245,384.9155824,277.7873329,11/2/2018 17:25
242.3921878,386.6602991,277.7196813,11/2/2018 17:25
254.8660361,388.396943,277.7266454,11/2/2018 17:25
255.6434942,390.1500642,277.7221132,11/2/2018 17:25
245.6933297,391.9204369,277.6743591,11/2/2018 17:25
247.7803624,393.6882661,277.6725904,11/2/2018 17:25
242.5094707,395.4387332,277.66231,11/2/2018 17:25
249.0558045,397.2042401,277.6261628,11/2/2018 17:25
242.330855,398.9768245,277.5766401,11/2/2018 17:25
255.6454275,399.4574316,252.1306683,11/2/2018 17:26
244.9416459,397.6419398,252.143049,11/2/2018 17:26
249.6735595,395.8222458,252.1280153,11/2/2018 17:27
247.0824375,394.0146056,252.1462547,11/2/2018 17:27
248.7915087,392.2205675,252.1157452,11/2/2018 17:27
232.7999359,390.4420115,252.1366376,11/2/2018 17:27
241.8999281,388.6657778,252.136306,11/2/2018 17:27
234.6193991,386.9112189,252.2057263,11/2/2018 17:27
218.8497595,385.1611941,252.2001992,11/2/2018 17:27
222.8301947,383.4017695,252.1933456,11/2/2018 17:27
247.5467438,381.6190112,252.1998676,11/2/2018 17:27
249.8238721,379.8169003,252.1805227,11/2/2018 17:27
243.0971523,377.9687857,252.2147907,11/2/2018 17:27
231.7799456,376.1260897,252.2847638,11/2/2018 17:27
236.8825567,374.3139155,252.3322968,11/2/2018 17:27
245.2294783,372.5440958,252.352747,11/2/2018 17:27
262.9895239,370.8993489,252.3708759,11/2/2018 17:27
277.7635964,369.3452827,252.3848042,11/2/2018 17:27
277.7635964,367.7922117,252.3844725,11/2/2018 17:27
225.3520937,366.2488723,252.3965216,11/2/2018 17:27
237.3550817,364.7686775,252.4199565,11/2/2018 17:27
327.3387505,363.5151842,252.4570986,11/2/2018 17:27
323.0022288,362.4674916,252.4676001,11/2/2018 17:27
326.3548818,361.4656923,252.4829654,11/2/2018 17:27
324.8731969,360.4737351,252.4890452,11/2/2018 17:27
264.7855185,359.4550161,252.4803124,11/2/2018 17:27
264.7190799,358.4665976,252.5056265,11/2/2018 17:27
292.6261269,357.6572181,252.495125,11/2/2018 17:27
399.725285,356.9733537,252.5008732,11/2/2018 17:27
364.396032,356.1814467,252.5155752,11/2/2018 17:27
269.9280362,354.9955215,252.5188915,11/2/2018 17:27
239.7353269,353.5576813,252.5561441,11/2/2018 17:27
235.0359258,352.0459695,252.6075461,11/2/2018 17:27
